"# The PX4_Firmware is root"

Requirement ID,Requirement Specification,Rule,Parent Feature,Children Features,Source of Requirement
"PX4-1.13.1","The BOARD_ARCHITECTURE shall set one and only one of BOARD_ARCHITECTURE=, BOARD_ARCHITECTURE=cortex-m3, BOARD_ARCHITECTURE=cortex-m4, BOARD_ARCHITECTURE=cortex-m7, BOARD_ARCHITECTURE=cortex-m0plus, BOARD_ARCHITECTURE=cortex-a53, BOARD_ARCHITECTURE=cortex-a8","R4","BOARD_ARCHITECTURE","BOARD_ARCHITECTURE_eq_None, BOARD_ARCHITECTURE_eq_cortex-m3, BOARD_ARCHITECTURE_eq_cortex-m4, BOARD_ARCHITECTURE_eq_cortex-m7, BOARD_ARCHITECTURE_eq_cortex-m0plus, BOARD_ARCHITECTURE_eq_cortex-a53, BOARD_ARCHITECTURE_eq_cortex-a8",""
"PX4-1.14","The Toolchain shall set BOARD_ROMFSROOT","R2","Toolchain","BOARD_ROMFSROOT",""
"PX4-1.14.1","The BOARD_ROMFSROOT shall set one and only one of BOARD_ROMFSROOT=, BOARD_ROMFSROOT=px4fmu_common or BOARD_ROMFSROOT=cannode","R4","BOARD_ROMFSROOT","BOARD_ROMFSROOT_eq_None, BOARD_ROMFSROOT_eq_px4fmu_common, BOARD_ROMFSROOT_eq_cannode",""
"PX4-1.15","The Toolchain may set BOARD_ROOTFSDIR","R3","Toolchain","BOARD_ROOTFSDIR",""
"PX4-1.15.1","The BOARD_ROOTFSDIR shall set one and only one of BOARD_ROOTFSDIR=. or BOARD_ROOTFSDIR=/data/px4","R4","BOARD_ROOTFSDIR","BOARD_ROOTFSDIR_eq_dot, BOARD_ROOTFSDIR_eq_data_px4",""
"PX4-1.16","The Toolchain shall set BOARD_LINKER_PREFIX","R2","Toolchain","BOARD_LINKER_PREFIX",""
"PX4-1.16.1","The BOARD_LINKER_PREFIX shall set BOARD_LINKER_PREFIX=","R2","BOARD_LINKER_PREFIX","BOARD_LINKER_PREFIX_eq_None",""
"PX4-1.17","The Toolchain shall set BOARD_COMPILE_DEFINITIONS","R2","Toolchain","BOARD_COMPILE_DEFINITIONS",""
"PX4-1.17.1","The BOARD_COMPILE_DEFINITIONS shall set one and only of BOARD_COMPILE_DEFINITIONS=, BOARD_COMPILE_DEFINITIONS=-Wno-narrowing, BOARD_COMPILE_DEFINITIONS=-DORB_USE_PUBLISHER_RULES or BOARD_COMPILE_DEFINITIONS=-DUSE_S_RGB_LED_DMA","R4","BOARD_COMPILE_DEFINITIONS","BOARD_COMPILE_DEFINITIONS_eq_None, BOARD_COMPILE_DEFINITIONS_eq_-Wno-narrowing, BOARD_COMPILE_DEFINITIONS_eq_-DORB_USE_PUBLISHER_RULES, BOARD_COMPILE_DEFINITIONS_eq_-DUSE_S_RGB_LED_DMA",""
"PX4-1.18","The Toolchain may set BOARD_IO","R3","Toolchain","BOARD_IO",""
"PX4-1.18.1","The BOARD_IO shall set one and only one of BOARD_IO=px4_io-v2_default or BOARD_IO=cubepilot_io-v2_default","R4","BOARD_IO","BOARD_IO_eq_px4_io-v2_default, BOARD_IO_eq_cubepilot_io-v2_default",""
"PX4-2","The PX4_Firmware may select BOARD_TESTING","R3","PX4_Firmware","BOARD_TESTING",""
"PX4-3","The PX4_Firmware may select BOARD_ETHERNET","R3","PX4_Firmware","BOARD_ETHERNET",""
"PX4-4","The PX4_Firmware may select BOARD_CRYPTO","R3","PX4_Firmware","BOARD_CRYPTO",""
"PX4-5","The PX4_Firmware may select BOARD_PROTECTED","R3","PX4_Firmware","BOARD_PROTECTED",""
"PX4-5.1","The BOARD_PROTECTED share select SYSTEMCMDS_LAUNCH_KMOD","R2","BOARD_PROTECTED","SYSTEMCMDS_LAUNCH_KMOD",""
"PX4-5.2","The BOARD_PROTECTED share select USER_LAUNCH_KMOD","R2","BOARD_PROTECTED","USER_LAUNCH_KMOD",""
"PX4-6","The PX4_Firmware shall select Serial_ports","R2","PX4_Firmware","Serial_ports",""
"PX4-6.1","The Serial_ports may set URT6_tty_port","R3","Serial_ports","URT6_tty_port",""
"PX4-6.1.1","The URT6_tty_port shall set one and only one of BOARD_SERIAL_URT6=, BOARD_SERIAL_URT6=/dev/ttyS0, BOARD_SERIAL_URT6=/dev/ttyS1, BOARD_SERIAL_URT6=/dev/ttyS2, BOARD_SERIAL_URT6=/dev/ttyS3, BOARD_SERIAL_URT6=/dev/ttyS4, BOARD_SERIAL_URT6=/dev/ttyS5, BOARD_SERIAL_URT6=/dev/ttyS6  or BOARD_SERIAL_URT6=/dev/ttyS7","R4","URT6_tty_port","BOARD_SERIAL_URT6_eq_None, BOARD_SERIAL_URT6_eq_dev_ttyS0, BOARD_SERIAL_URT6_eq_dev_ttyS1, BOARD_SERIAL_URT6_eq_dev_ttyS2, BOARD_SERIAL_URT6_eq_dev_ttyS3, BOARD_SERIAL_URT6_eq_dev_ttyS4, BOARD_SERIAL_URT6_eq_dev_ttyS5, BOARD_SERIAL_URT6_eq_dev_ttyS6, BOARD_SERIAL_URT6_eq_dev_ttyS7",""
"PX4-6.2","The Serial_ports may set BOARD_SERIAL_URT6","R3","Serial_ports","BOARD_SERIAL_URT6",""
"PX4-6.3","The Serial_ports may set GPS1_tty_port","R3","Serial_ports","GPS1_tty_port",""
"PX4-6.3.1","The GPS1_tty_port shall set one and only one of BOARD_SERIAL_GPS1=, BOARD_SERIAL_GPS1=/dev/ttyS0, BOARD_SERIAL_GPS1=/dev/ttyS1, BOARD_SERIAL_GPS1=/dev/ttyS2, BOARD_SERIAL_GPS1=/dev/ttyS3, BOARD_SERIAL_GPS1=/dev/ttyS4, BOARD_SERIAL_GPS1=/dev/ttyS5, BOARD_SERIAL_GPS1=/dev/ttyS6  or BOARD_SERIAL_GPS1=/dev/ttyS7","R4","GPS1_tty_port","BOARD_SERIAL_GPS1_eq_None, BOARD_SERIAL_GPS1_eq_dev_ttyS0, BOARD_SERIAL_GPS1_eq_dev_ttyS1, BOARD_SERIAL_GPS1_eq_dev_ttyS2, BOARD_SERIAL_GPS1_eq_dev_ttyS3, BOARD_SERIAL_GPS1_eq_dev_ttyS4, BOARD_SERIAL_GPS1_eq_dev_ttyS5, BOARD_SERIAL_GPS1_eq_dev_ttyS6, BOARD_SERIAL_GPS1_eq_dev_ttyS7",""
"PX4-6.4","The Serial_ports may set BOARD_SERIAL_GPS1","R3","Serial_ports","BOARD_SERIAL_GPS1",""
"PX4-6.5","The Serial_ports may set GPS2_tty_port","R3","Serial_ports","GPS2_tty_port",""
"PX4-6.5.1","The GPS2_tty_port shall set one and only one of BOARD_SERIAL_GPS2=, BOARD_SERIAL_GPS2=/dev/ttyS0, BOARD_SERIAL_GPS2=/dev/ttyS1, BOARD_SERIAL_GPS2=/dev/ttyS2, BOARD_SERIAL_GPS2=/dev/ttyS3, BOARD_SERIAL_GPS2=/dev/ttyS4, BOARD_SERIAL_GPS2=/dev/ttyS5, BOARD_SERIAL_GPS2=/dev/ttyS6  or BOARD_SERIAL_GPS2=/dev/ttyS7","R4","GPS2_tty_port","BOARD_SERIAL_GPS2_eq_None, BOARD_SERIAL_GPS2_eq_dev_ttyS0, BOARD_SERIAL_GPS2_eq_dev_ttyS1, BOARD_SERIAL_GPS2_eq_dev_ttyS2, BOARD_SERIAL_GPS2_eq_dev_ttyS3, BOARD_SERIAL_GPS2_eq_dev_ttyS4, BOARD_SERIAL_GPS2_eq_dev_ttyS5, BOARD_SERIAL_GPS2_eq_dev_ttyS6, BOARD_SERIAL_GPS2_eq_dev_ttyS7",""
"PX4-6.6","The Serial_ports may set BOARD_SERIAL_GPS2","R3","Serial_ports","BOARD_SERIAL_GPS2",""
"PX4-6.7","The Serial_ports may set GPS3_tty_port","R3","Serial_ports","GPS3_tty_port",""
"PX4-6.7.1","The GPS3_tty_port shall set one and only one of BOARD_SERIAL_GPS3=, BOARD_SERIAL_GPS3=/dev/ttyS0, BOARD_SERIAL_GPS3=/dev/ttyS1, BOARD_SERIAL_GPS3=/dev/ttyS2, BOARD_SERIAL_GPS3=/dev/ttyS3, BOARD_SERIAL_GPS3=/dev/ttyS4, BOARD_SERIAL_GPS3=/dev/ttyS5, BOARD_SERIAL_GPS3=/dev/ttyS6  or BOARD_SERIAL_GPS3=/dev/ttyS7","R4","GPS3_tty_port","BOARD_SERIAL_GPS3_eq_None, BOARD_SERIAL_GPS3_eq_dev_ttyS0, BOARD_SERIAL_GPS3_eq_dev_ttyS1, BOARD_SERIAL_GPS3_eq_dev_ttyS2, BOARD_SERIAL_GPS3_eq_dev_ttyS3, BOARD_SERIAL_GPS3_eq_dev_ttyS4, BOARD_SERIAL_GPS3_eq_dev_ttyS5, BOARD_SERIAL_GPS3_eq_dev_ttyS6, BOARD_SERIAL_GPS3_eq_dev_ttyS7",""
"PX4-6.8","The Serial_ports may set BOARD_SERIAL_GPS3","R3","Serial_ports","BOARD_SERIAL_GPS3",""
"PX4-6.9","The Serial_ports may set GPS4_tty_port","R3","Serial_ports","GPS4_tty_port",""
"PX4-6.9.1","The GPS4_tty_port shall set one and only one of BOARD_SERIAL_GPS4=, BOARD_SERIAL_GPS4=/dev/ttyS0, BOARD_SERIAL_GPS4=/dev/ttyS1, BOARD_SERIAL_GPS4=/dev/ttyS2, BOARD_SERIAL_GPS4=/dev/ttyS3, BOARD_SERIAL_GPS4=/dev/ttyS4, BOARD_SERIAL_GPS4=/dev/ttyS5, BOARD_SERIAL_GPS4=/dev/ttyS6 or BOARD_SERIAL_GPS4=/dev/ttyS7","R4","GPS4_tty_port","BOARD_SERIAL_GPS4_eq_None, BOARD_SERIAL_GPS4_eq_dev_ttyS0, BOARD_SERIAL_GPS4_eq_dev_ttyS1, BOARD_SERIAL_GPS4_eq_dev_ttyS2, BOARD_SERIAL_GPS4_eq_dev_ttyS3, BOARD_SERIAL_GPS4_eq_dev_ttyS4, BOARD_SERIAL_GPS4_eq_dev_ttyS5, BOARD_SERIAL_GPS4_eq_dev_ttyS6, BOARD_SERIAL_GPS4_eq_dev_ttyS7",""
"PX4-6.10","The Serial_ports may set BOARD_SERIAL_GPS4","R3","Serial_ports","BOARD_SERIAL_GPS4",""
"PX4-6.11","The Serial_ports may set GPS5_tty_port","R3","Serial_ports","GPS5_tty_port",""
"PX4-6.11.1","The GPS5_tty_port shall set one and only one of BOARD_SERIAL_GPS5=, BOARD_SERIAL_GPS5=/dev/ttyS0, BOARD_SERIAL_GPS5=/dev/ttyS1, BOARD_SERIAL_GPS5=/dev/ttyS2, BOARD_SERIAL_GPS5=/dev/ttyS3, BOARD_SERIAL_GPS5=/dev/ttyS4, BOARD_SERIAL_GPS5=/dev/ttyS5, BOARD_SERIAL_GPS5=/dev/ttyS6  or BOARD_SERIAL_GPS5=/dev/ttyS7","R4","GPS5_tty_port","BOARD_SERIAL_GPS5_eq_None, BOARD_SERIAL_GPS5_eq_dev_ttyS0, BOARD_SERIAL_GPS5_eq_dev_ttyS1, BOARD_SERIAL_GPS5_eq_dev_ttyS2, BOARD_SERIAL_GPS5_eq_dev_ttyS3, BOARD_SERIAL_GPS5_eq_dev_ttyS4, BOARD_SERIAL_GPS5_eq_dev_ttyS5, BOARD_SERIAL_GPS5_eq_dev_ttyS6, BOARD_SERIAL_GPS5_eq_dev_ttyS7",""
"PX4-6.12","The Serial_ports may set BOARD_SERIAL_GPS5","R3","Serial_ports","BOARD_SERIAL_GPS5",""
"PX4-6.13","The Serial_ports may set TEL1_tty_port","R3","Serial_ports","TEL1_tty_port",""
"PX4-6.13.1","The TEL1_tty_port shall set one and only one of BOARD_SERIAL_TEL1=, BOARD_SERIAL_TEL1=/dev/ttyS0, BOARD_SERIAL_TEL1=/dev/ttyS1, BOARD_SERIAL_TEL1=/dev/ttyS2, BOARD_SERIAL_TEL1=/dev/ttyS3, BOARD_SERIAL_TEL1=/dev/ttyS4, BOARD_SERIAL_TEL1=/dev/ttyS5, BOARD_SERIAL_TEL1=/dev/ttyS6  or BOARD_SERIAL_TEL1=/dev/ttyS7","R4","TEL1_tty_port","BOARD_SERIAL_TEL1_eq_None, BOARD_SERIAL_TEL1_eq_dev_ttyS0, BOARD_SERIAL_TEL1_eq_dev_ttyS1, BOARD_SERIAL_TEL1_eq_dev_ttyS2, BOARD_SERIAL_TEL1_eq_dev_ttyS3, BOARD_SERIAL_TEL1_eq_dev_ttyS4, BOARD_SERIAL_TEL1_eq_dev_ttyS5, BOARD_SERIAL_TEL1_eq_dev_ttyS6, BOARD_SERIAL_TEL1_eq_dev_ttyS7",""
"PX4-6.14","The Serial_ports may set BOARD_SERIAL_TEL1","R3","Serial_ports","BOARD_SERIAL_TEL1",""
"PX4-6.15","The Serial_ports may set TEL2_tty_port","R3","Serial_ports","TEL2_tty_port",""
"PX4-6.15.1","The TEL2_tty_port shall set one and only one of BOARD_SERIAL_TEL2=, BOARD_SERIAL_TEL2=/dev/ttyS0, BOARD_SERIAL_TEL2=/dev/ttyS1, BOARD_SERIAL_TEL2=/dev/ttyS2, BOARD_SERIAL_TEL2=/dev/ttyS3, BOARD_SERIAL_TEL2=/dev/ttyS4, BOARD_SERIAL_TEL2=/dev/ttyS5, BOARD_SERIAL_TEL2=/dev/ttyS6  or BOARD_SERIAL_TEL2=/dev/ttyS7","R4","TEL2_tty_port","BOARD_SERIAL_TEL2_eq_None, BOARD_SERIAL_TEL2_eq_dev_ttyS0, BOARD_SERIAL_TEL2_eq_dev_ttyS1, BOARD_SERIAL_TEL2_eq_dev_ttyS2, BOARD_SERIAL_TEL2_eq_dev_ttyS3, BOARD_SERIAL_TEL2_eq_dev_ttyS4, BOARD_SERIAL_TEL2_eq_dev_ttyS5, BOARD_SERIAL_TEL2_eq_dev_ttyS6, BOARD_SERIAL_TEL2_eq_dev_ttyS7",""
"PX4-6.16","The Serial_ports may set BOARD_SERIAL_TEL2","R3","Serial_ports","BOARD_SERIAL_TEL2",""
"PX4-6.17","The Serial_ports may set TEL3_tty_port","R3","Serial_ports","TEL3_tty_port",""
"PX4-6.17.1","The TEL3_tty_port shall set one and only one of BOARD_SERIAL_TEL3=, BOARD_SERIAL_TEL3=/dev/ttyS0, BOARD_SERIAL_TEL3=/dev/ttyS1, BOARD_SERIAL_TEL3=/dev/ttyS2, BOARD_SERIAL_TEL3=/dev/ttyS3, BOARD_SERIAL_TEL3=/dev/ttyS4, BOARD_SERIAL_TEL3=/dev/ttyS5, BOARD_SERIAL_TEL3=/dev/ttyS6  or BOARD_SERIAL_TEL3=/dev/ttyS7","R4","TEL3_tty_port","BOARD_SERIAL_TEL3_eq_None, BOARD_SERIAL_TEL3_eq_dev_ttyS0, BOARD_SERIAL_TEL3_eq_dev_ttyS1, BOARD_SERIAL_TEL3_eq_dev_ttyS2, BOARD_SERIAL_TEL3_eq_dev_ttyS3, BOARD_SERIAL_TEL3_eq_dev_ttyS4, BOARD_SERIAL_TEL3_eq_dev_ttyS5, BOARD_SERIAL_TEL3_eq_dev_ttyS6, BOARD_SERIAL_TEL3_eq_dev_ttyS7",""
"PX4-6.18","The Serial_ports may set BOARD_SERIAL_TEL3","R3","Serial_ports","BOARD_SERIAL_TEL3",""
"PX4-6.19","The Serial_ports may set TEL4_tty_port","R3","Serial_ports","TEL4_tty_port",""
"PX4-6.19.1","The TEL4_tty_port shall set one and only one of BOARD_SERIAL_TEL4=, BOARD_SERIAL_TEL4=/dev/ttyS0, BOARD_SERIAL_TEL4=/dev/ttyS1, BOARD_SERIAL_TEL4=/dev/ttyS2, BOARD_SERIAL_TEL4=/dev/ttyS3, BOARD_SERIAL_TEL4=/dev/ttyS4, BOARD_SERIAL_TEL4=/dev/ttyS5, BOARD_SERIAL_TEL4=/dev/ttyS6  or BOARD_SERIAL_TEL4=/dev/ttyS7","R4","TEL4_tty_port","BOARD_SERIAL_TEL4_eq_None, BOARD_SERIAL_TEL4_eq_dev_ttyS0, BOARD_SERIAL_TEL4_eq_dev_ttyS1, BOARD_SERIAL_TEL4_eq_dev_ttyS2, BOARD_SERIAL_TEL4_eq_dev_ttyS3, BOARD_SERIAL_TEL4_eq_dev_ttyS4, BOARD_SERIAL_TEL4_eq_dev_ttyS5, BOARD_SERIAL_TEL4_eq_dev_ttyS6, BOARD_SERIAL_TEL4_eq_dev_ttyS7",""
"PX4-6.20","The Serial_ports may set BOARD_SERIAL_TEL4","R3","Serial_ports","BOARD_SERIAL_TEL4",""
"PX4-6.21","The Serial_ports may set TEL5_tty_port","R3","Serial_ports","TEL5_tty_port",""
"PX4-6.21.1","The TEL5_tty_port shall set one and only one of BOARD_SERIAL_TEL5=, BOARD_SERIAL_TEL5=/dev/ttyS0, BOARD_SERIAL_TEL5=/dev/ttyS1, BOARD_SERIAL_TEL5=/dev/ttyS2, BOARD_SERIAL_TEL5=/dev/ttyS3, BOARD_SERIAL_TEL5=/dev/ttyS4, BOARD_SERIAL_TEL5=/dev/ttyS5, BOARD_SERIAL_TEL5=/dev/ttyS6  or BOARD_SERIAL_TEL5=/dev/ttyS7","R4","TEL5_tty_port","BOARD_SERIAL_TEL5_eq_None, BOARD_SERIAL_TEL5_eq_dev_ttyS0, BOARD_SERIAL_TEL5_eq_dev_ttyS1, BOARD_SERIAL_TEL5_eq_dev_ttyS2, BOARD_SERIAL_TEL5_eq_dev_ttyS3, BOARD_SERIAL_TEL5_eq_dev_ttyS4, BOARD_SERIAL_TEL5_eq_dev_ttyS5, BOARD_SERIAL_TEL5_eq_dev_ttyS6, BOARD_SERIAL_TEL5_eq_dev_ttyS7",""
"PX4-6.22","The Serial_ports may set BOARD_SERIAL_TEL5","R3","Serial_ports","BOARD_SERIAL_TEL5",""
"PX4-6.23","The Serial_ports may set RC_tty_port","R3","Serial_ports","RC_tty_port",""
"PX4-6.23.1","The RC_tty_port shall set one and only one of BOARD_SERIAL_RC=, BOARD_SERIAL_RC=/dev/ttyS0, BOARD_SERIAL_RC=/dev/ttyS1, BOARD_SERIAL_RC=/dev/ttyS2, BOARD_SERIAL_RC=/dev/ttyS3, BOARD_SERIAL_RC=/dev/ttyS4, BOARD_SERIAL_RC=/dev/ttyS5, BOARD_SERIAL_RC=/dev/ttyS6  or BOARD_SERIAL_RC=/dev/ttyS7","R4","RC_tty_port","BOARD_SERIAL_RC_eq_None, BOARD_SERIAL_RC_eq_dev_ttyS0, BOARD_SERIAL_RC_eq_dev_ttyS1, BOARD_SERIAL_RC_eq_dev_ttyS2, BOARD_SERIAL_RC_eq_dev_ttyS3, BOARD_SERIAL_RC_eq_dev_ttyS4, BOARD_SERIAL_RC_eq_dev_ttyS5, BOARD_SERIAL_RC_eq_dev_ttyS6, BOARD_SERIAL_RC_eq_dev_ttyS7",""
"PX4-6.24","The Serial_ports may set BOARD_SERIAL_RC","R3","Serial_ports","BOARD_SERIAL_RC",""
"PX4-6.25","The Serial_ports may set WIFI_tty_port","R3","Serial_ports","WIFI_tty_port",""
"PX4-6.25.1","The WIFI_tty_port shall set one and only one of BOARD_SERIAL_WIFI=, BOARD_SERIAL_WIFI=/dev/ttyS0, BOARD_SERIAL_WIFI=/dev/ttyS1, BOARD_SERIAL_WIFI=/dev/ttyS2, BOARD_SERIAL_WIFI=/dev/ttyS3, BOARD_SERIAL_WIFI=/dev/ttyS4, BOARD_SERIAL_WIFI=/dev/ttyS5, BOARD_SERIAL_WIFI=/dev/ttyS6  or BOARD_SERIAL_WIFI=/dev/ttyS7","R4","WIFI_tty_port","BOARD_SERIAL_WIFI_eq_None, BOARD_SERIAL_WIFI_eq_dev_ttyS0, BOARD_SERIAL_WIFI_eq_dev_ttyS1, BOARD_SERIAL_WIFI_eq_dev_ttyS2, BOARD_SERIAL_WIFI_eq_dev_ttyS3, BOARD_SERIAL_WIFI_eq_dev_ttyS4, BOARD_SERIAL_WIFI_eq_dev_ttyS5, BOARD_SERIAL_WIFI_eq_dev_ttyS6, BOARD_SERIAL_WIFI_eq_dev_ttyS7",""
"PX4-6.26","The Serial_ports may set BOARD_SERIAL_WIFI","R3","Serial_ports","BOARD_SERIAL_WIFI",""
"PX4-6.27","The Serial_ports may set EXT2_tty_port","R3","Serial_ports","EXT2_tty_port",""
"PX4-6.27.1","The EXT2_tty_port shall set one and only one of BOARD_SERIAL_EXT2=, BOARD_SERIAL_EXT2=/dev/ttyS0, BOARD_SERIAL_EXT2=/dev/ttyS1, BOARD_SERIAL_EXT2=/dev/ttyS2, BOARD_SERIAL_EXT2=/dev/ttyS3, BOARD_SERIAL_EXT2=/dev/ttyS4, BOARD_SERIAL_EXT2=/dev/ttyS5, BOARD_SERIAL_EXT2=/dev/ttyS6  or BOARD_SERIAL_EXT2=/dev/ttyS7","R4","EXT2_tty_port","BOARD_SERIAL_EXT2_eq_None, BOARD_SERIAL_EXT2_eq_dev_ttyS0, BOARD_SERIAL_EXT2_eq_dev_ttyS1, BOARD_SERIAL_EXT2_eq_dev_ttyS2, BOARD_SERIAL_EXT2_eq_dev_ttyS3, BOARD_SERIAL_EXT2_eq_dev_ttyS4, BOARD_SERIAL_EXT2_eq_dev_ttyS5, BOARD_SERIAL_EXT2_eq_dev_ttyS6, BOARD_SERIAL_EXT2_eq_dev_ttyS7",""
"PX4-6.28","The Serial_ports may set BOARD_SERIAL_EXT2","R3","Serial_ports","BOARD_SERIAL_EXT2",""
"PX4-7","The PX4_Firmware shall select PX4_Drivers","R2","PX4_Firmware","PX4_Drivers",""
"PX4-8","The PX4_Firmware shall select PX4_Modules","R2","PX4_Firmware","PX4_Modules",""
"PX4-9","The PX4_Firmware shall select PX4_SystemCmds","R2","PX4_Firmware","PX4_SystemCmds",""
"PX4-9.1","The PX4_SystemCmds may select SYSTEMCMDS_ACTUATOR_TEST","R3","PX4_SystemCmds","SYSTEMCMDS_ACTUATOR_TEST",""
"PX4-9.2","The PX4_SystemCmds may select SYSTEMCMDS_BL_UPDATE","R3","PX4_SystemCmds","SYSTEMCMDS_BL_UPDATE",""
"PX4-9.2.1","The SYSTEMCMDS_BL_UPDATE may select USER_BL_UPDATE","R3","SYSTEMCMDS_BL_UPDATE","USER_BL_UPDATE",""
"PX4-9.3","The PX4_SystemCmds may select SYSTEMCMDS_BSONDUMP","R3","PX4_SystemCmds","SYSTEMCMDS_BSONDUMP",""
"PX4-9.3.1","The SYSTEMCMDS_BSONDUMP may select USER_BSONDUMP","R3","SYSTEMCMDS_BSONDUMP","USER_BSONDUMP",""
"PX4-9.4","The PX4_SystemCmds may select SYSTEMCMDS_DMESG","R3","PX4_SystemCmds","SYSTEMCMDS_DMESG",""
"PX4-9.4.1","The SYSTEMCMDS_DMESG may select USER_DMESG","R3","SYSTEMCMDS_DMESG","USER_DMESG",""
"PX4-9.5","The PX4_SystemCmds may select SYSTEMCMDS_DUMPFILE","R3","PX4_SystemCmds","SYSTEMCMDS_DUMPFILE",""
"PX4-9.5.1","The SYSTEMCMDS_DUMPFIE may select USER_DUMPFILE","R3","SYSTEMCMDS_DUMPFILE","USER_DUMPFILE",""
"PX4-9.6","The PX4_SystemCmds may select SYSTEMCMDS_DYN","R3","PX4_SystemCmds","SYSTEMCMDS_DYN",""
"PX4-9.6.1","The SYSTEMCMDS_DYN may select USER_DYN","R3","SYSTEMCMDS_DYN","USER_DYN",""
"PX4-9.7","The PX4_SystemCmds may select SYSTEMCMDS_FAILURE","R3","PX4_SystemCmds","SYSTEMCMDS_FAILURE",""
"PX4-9.7.1","The SYSTEMCMDS_FAILURE may select USER_FAILURE","R3","SYSTEMCMDS_FAILURE","USER_FAILURE",""
"PX4-9.8","The PX4_SystemCmds may select SYSTEMCMDS_GPIO","R3","PX4_SystemCmds","SYSTEMCMDS_GPIO",""
"PX4-9.9","The PX4_SystemCmds may select SYSTEMCMDS_HARDFAULT_LOG","R3","PX4_SystemCmds","SYSTEMCMDS_HARDFAULT_LOG",""
"PX4-9.9.1","The SYSTEMCMDS_HARDFAULT_LOG may select USER_HARDFAULT_LOG","R3","SYSTEMCMDS_HARDFAULT_LOG","USER_HARDFAULT_LOG",""
"PX4-9.10","The PX4_SystemCmds may select SYSTEMCMDS_HIST","R3","PX4_SystemCmds","SYSTEMCMDS_HIST",""
"PX4-9.11","The PX4_SystemCmds may select SYSTEMCMDS_I2C_LAUNCHER","R3","PX4_SystemCmds","SYSTEMCMDS_I2C_LAUNCHER",""
"PX4-9.11.1","The SYSTEMCMDS_I2C_LAUNCHER may select USER_I2C_LAUNCHER","R3","SYSTEMCMDS_I2C_LAUNCHER","USER_I2C_LAUNCHER",""
"PX4-9.12","The PX4_SystemCmds may select SYSTEMCMDS_I2CDETECT","R3","PX4_SystemCmds","SYSTEMCMDS_I2CDETECT",""
"PX4-9.13","The PX4_SystemCmds may select SYSTEMCMDS_IO_BYPASS_CONTROL","R3","PX4_SystemCmds","SYSTEMCMDS_IO_BYPASS_CONTROL",""
